customer_id,age,income,country,account_age_days,is_foreign
C00284,67,36290.98029267725,UK,3386,1
C00285,32,88959.79202493007,Singapore,1853,0
C00286,35,53230.39609179815,Singapore,3123,0
C00287,59,15000.0,UK,2010,0
C00288,70,32999.91762469683,USA,821,0
C00289,29,47535.46464822294,Singapore,2507,0
C00290,50,83518.87494764384,UAE,549,0
C00291,24,63797.87077466433,UAE,989,0
C00292,45,68225.42981448513,Singapore,407,0
C00293,35,47307.9291713832,USA,1289,0
C00294,30,93203.51646348418,USA,3033,0
C00295,45,15000.0,India,1117,0
C00296,29,66941.03187608467,UAE,303,0
C00297,59,59854.86110389448,India,1354,0
C00298,59,47831.49565788728,USA,1445,0
C00299,33,31381.872081814512,USA,3147,0
C00300,37,63101.41900671015,Singapore,2750,0
C00301,34,23710.439960774558,USA,2666,0
C00302,43,51129.80699503813,UK,3267,0
C00303,55,79666.48211927054,UK,916,0
C00304,61,68699.29419963811,India,346,0
C00305,71,51788.911097605225,Singapore,1317,1
C00306,49,30591.896668832782,Singapore,1371,0
C00307,37,113472.67165749965,Singapore,3491,1
C00308,47,43842.361111577404,India,3228,0
C00309,33,38914.3514953331,Singapore,2986,0
C00310,72,56136.481882722364,UK,3248,1
C00311,74,19052.712593895263,India,2019,0
C00312,43,34121.0528736134,UAE,3453,0
C00313,72,24698.805363818577,India,474,0
C00314,36,49593.51355857621,USA,932,0
C00315,45,61976.69367815838,Singapore,2882,0
C00316,65,69415.87819108223,Singapore,985,0
C00317,57,56733.554556799165,UK,3218,0
C00318,57,81412.94907836463,UK,2412,1
C00319,72,15000.0,UK,1299,0
C00320,24,32816.94726354422,UAE,559,0
C00321,29,31233.11895471412,Singapore,2829,0
C00322,63,61874.10600312227,Singapore,555,1
C00323,66,59714.003828178356,USA,2395,0
C00324,68,41255.30063019529,USA,3185,0
C00325,49,39126.77175790603,UK,3264,0
C00326,22,16409.903161215683,Singapore,330,0
C00327,35,62994.34307695726,UK,1658,0
C00328,51,41014.725854833756,USA,1310,0
C00329,41,67632.88955851244,Singapore,3222,0
C00330,68,53454.553970737514,UAE,3305,0
C00331,49,61458.0635669466,Singapore,1304,0
C00332,71,62901.24941573209,UK,998,0
C00333,74,46072.52081690752,India,2914,0
C00334,72,18951.35406403602,Singapore,519,0
C00335,55,109150.0625138545,USA,3407,1
C00336,60,43605.93989998037,India,3279,0
C00337,66,18033.08825404923,Singapore,1389,1
C00338,29,52754.173237420204,UK,1394,0
C00339,26,31286.931179125848,UK,3294,1
C00340,47,107420.94061600359,India,2023,0
C00341,68,70054.04388587331,USA,617,0
C00342,46,34493.09411330649,Singapore,2878,0
C00343,49,75175.54603148936,UK,1039,0
C00344,30,104461.18054480718,USA,1142,1
C00345,62,60218.000572995756,India,1377,0
C00346,59,93055.44647570155,Singapore,1667,0
C00347,22,73697.00240113623,USA,2802,0
C00348,33,38257.23449939794,UK,740,0
C00349,54,76245.03314807394,USA,765,0
C00350,65,15000.0,UK,3368,0
C00351,67,82689.94595049384,USA,1056,0
C00352,29,96019.343625487,UK,2531,1
C00353,36,52688.244797828265,Singapore,1793,0
C00354,69,15000.0,UK,2441,1
C00355,32,42419.42935997108,India,353,1
C00356,43,61762.535891026084,India,1855,0
C00357,67,63850.90754372636,India,1722,1
C00358,56,120411.42450118193,UK,1473,0
C00359,47,59486.00228613683,USA,379,0
C00360,52,48008.287877205905,Singapore,1092,0
C00361,63,31958.97068146359,UAE,2375,1
C00362,41,59593.45802427611,Singapore,1828,1
C00363,68,64310.111581852194,India,2218,0
C00364,42,15000.0,Singapore,3127,0
C00365,63,15000.0,USA,3255,0
C00366,25,102487.30229560818,UK,2741,1
C00367,39,104587.19140095967,India,3070,0
C00368,26,25154.18056202709,USA,512,1
C00369,43,124041.56546689481,UAE,2496,0
C00370,53,15000.0,India,679,0
C00371,46,33587.14107838696,UK,1373,0
C00372,42,54907.20006765964,UK,1607,0
C00373,60,79291.51860386308,Singapore,2379,0
C00374,47,83121.47409450062,UK,2365,0
C00375,62,16976.621514899452,Singapore,1834,0
C00376,23,28661.041257183868,Singapore,2594,0
C00377,29,15000.0,UK,96,0
C00378,24,74720.44491795055,UK,2804,0
C00379,43,15000.0,Singapore,1495,1
C00380,34,31132.133264339223,UAE,2364,0
C00381,51,40194.911208135956,USA,2132,0
C00382,38,15000.0,Singapore,3057,0
C00383,72,22604.032826551662,UAE,2033,1
C00384,65,41534.58262924253,USA,315,0
C00385,60,27524.622781126098,USA,1042,1
C00386,59,56760.28261067202,Singapore,2815,0
C00387,66,41275.81759567887,UK,2438,0
C00388,48,37765.30741794367,USA,3046,0
C00389,47,33478.18927734088,Singapore,3567,0
C00390,56,74395.83220558692,India,2220,1
C00391,68,38454.743541586235,USA,71,0
C00392,66,63919.16848770377,India,3259,1
C00393,37,58021.769422157086,Singapore,3627,0
C00394,42,59650.93418588041,India,2655,0
C00395,23,71368.14468517635,USA,2330,1
C00396,57,53606.76900302639,USA,1163,1
C00397,56,34512.31952188619,USA,2979,0
C00398,74,77953.28292226116,UK,3493,0
C00399,66,15000.0,Singapore,3113,1
C00400,53,51083.30525990385,Singapore,572,0
C00401,27,21819.93818543737,UAE,72,0
C00402,44,45677.37332835153,India,2364,0
C00403,23,43596.71387209376,India,719,0
C00404,36,94721.78410549856,USA,1012,0
C00405,37,31597.92009377181,Singapore,638,0
C00406,60,40925.90940535615,USA,2178,0
C00407,59,78486.62406323971,UK,3164,0
C00408,56,15000.0,India,2169,0
C00409,26,37813.93284134502,UK,1627,0
C00410,59,15130.785308371465,UAE,2727,0
C00411,34,63726.120384446906,UAE,2039,0
C00412,42,15000.0,UAE,2415,0
C00413,70,46329.59292076684,Singapore,2472,0
C00414,73,36945.30206435744,UAE,2587,0
C00415,61,85046.53165450593,India,1798,0
C00416,50,24112.839837485048,UK,2098,1
C00417,23,63951.36383045546,Singapore,2106,0
C00418,71,54999.5848569054,UK,2309,0
C00419,43,92317.04015015476,USA,108,1
C00420,44,86434.3740172204,UAE,2544,0
C00421,29,49096.53598699701,UAE,3301,0
C00422,64,57776.5405502978,USA,3536,0
C00423,67,25925.21800365058,Singapore,1704,1
C00424,40,88964.33974541156,India,2617,0
C00425,53,87321.01844404585,UK,1603,0
C00426,69,15000.0,Singapore,3438,0
C00427,23,68213.93302350855,UK,992,0
C00428,25,89334.76658954316,USA,2246,1
C00429,31,78865.98063785353,UAE,681,0
C00430,23,48414.20137126099,UAE,1746,1
C00431,55,120909.00331026154,India,551,0
C00432,61,62640.787041470045,UK,2260,0
C00433,46,75806.12726061452,UK,2867,0
C00434,41,15000.0,UAE,3273,0
C00435,56,59222.20093427302,UK,1597,0
C00436,60,74472.1163761789,USA,809,1
C00437,42,75126.88110075117,Singapore,1789,0
C00438,43,25590.639318209764,India,1398,1
C00439,48,61990.63855257925,UK,1516,0
C00440,45,30459.29318624513,Singapore,490,0
C00441,24,74103.37437096747,India,52,0
C00442,60,75565.00364755499,Singapore,3468,1
C00443,37,15000.0,USA,1929,0
C00444,22,43013.19760288704,Singapore,3205,0
C00445,46,60165.95471155227,UK,1458,0
C00446,60,74506.15340061224,India,952,0
C00447,57,70596.98018454688,UK,2679,1
C00448,33,15000.0,USA,2027,0
C00449,32,46371.55554176655,India,1044,0
C00450,40,62585.97331721083,UAE,727,0
C00451,45,101808.91553700215,India,3255,0
C00452,42,38010.91443156193,UAE,2279,0
C00453,41,84996.45772931018,USA,3220,1
C00454,50,32810.065850271625,India,365,0
C00455,45,42674.00494422715,UK,623,0
C00456,40,53324.63285401409,USA,3420,0
C00457,51,44894.461324252145,UK,1027,0
C00458,57,36403.15852018174,India,461,0
C00459,54,60834.34311040606,UK,860,0
C00460,49,32627.590745617104,India,1356,1
C00461,38,55695.43508637393,Singapore,689,0
C00462,48,67302.74198579216,Singapore,104,0
C00463,24,60685.006316745275,UAE,1672,0
C00464,66,51460.245149804774,USA,1930,0
C00465,58,32497.629323956113,Singapore,2126,0
C00466,26,15000.0,Singapore,1655,0
C00467,22,49174.55284848091,USA,2689,0
C00468,67,103167.54790009232,Singapore,3465,0
C00469,57,72982.40835154071,UAE,3003,0
C00470,63,86807.99671652922,Singapore,932,0
C00471,37,43205.633242954194,UK,234,0
C00472,30,61020.96520448534,UAE,1281,0
C00473,54,53049.328630685304,India,3620,0
C00474,36,16069.208255241712,UK,701,0
C00475,28,52009.721516746155,UAE,1479,1
C00476,35,65478.17653112298,USA,194,1
C00477,47,73827.94038865481,UAE,3061,0
C00478,72,15000.0,USA,882,0
C00479,71,25747.405264298388,UAE,924,0
C00480,28,40542.05467275361,USA,622,1
C00481,64,35240.798925826406,USA,2500,0
C00482,38,15000.0,UK,995,0
C00483,26,42900.734434068625,UK,2099,1
C00484,23,84508.71592748482,UK,127,1
C00485,33,98979.57493091392,Singapore,600,0
C00486,72,42172.632016486095,USA,989,0
C00487,25,53853.55212793258,Singapore,2291,0
C00488,61,81975.82996284912,UAE,2156,1
C00489,62,39185.797873862124,UK,3127,0
C00490,23,65342.46502789861,USA,1813,0
C00491,73,52500.41212979729,India,803,0
C00492,44,76438.54344298306,USA,2456,0
C00493,45,53398.11231613293,Singapore,505,0
C00494,58,15000.0,UAE,3173,0
C00495,61,72961.706425113,UK,2631,0
C00496,27,44245.35625380083,Singapore,2463,0
C00497,29,39956.74003680378,UAE,3005,0
C00498,64,37890.546102740096,UAE,2337,0
C00499,37,60203.531192139344,USA,604,0
C00500,74,33725.95799881412,UAE,699,0
C00501,48,15000.0,UAE,1590,0
C00502,25,42342.4417369324,USA,1969,1
C00503,49,55831.52904732008,UAE,294,1
C00504,71,39405.01121567935,India,3478,0
C00505,42,45038.02945569465,UK,1011,1
C00506,49,89179.09751981567,UK,3378,0
C00507,56,57308.97500022121,Singapore,2623,0
C00508,68,36227.26809336242,UK,1367,0
C00509,38,108316.3067932581,UAE,2697,0
C00510,36,15000.0,India,960,0
C00511,56,35327.15642243279,Singapore,1100,0
C00512,30,58919.28937042527,Singapore,153,1
C00513,68,76035.40829093887,UAE,2304,0
C00514,74,38657.416970499966,Singapore,2049,1
C00515,34,71708.31761686625,UK,1168,1
C00516,48,70023.82344917936,India,1407,0
C00517,29,83212.42007860918,India,1712,1
C00518,35,46388.56508139205,India,625,0
C00519,59,37831.250263638016,USA,112,1
C00520,24,47978.26292845418,UK,1328,1
C00521,40,21936.83893866214,Singapore,427,0
C00522,74,82579.46348525096,UAE,2753,0
C00523,32,15000.0,UAE,1792,0
C00524,35,41111.976694733545,USA,1761,0
C00525,37,15000.0,UAE,1115,0
C00526,51,15000.0,Singapore,1088,0
C00527,42,60601.78512790724,UAE,1357,1
C00528,24,91794.79907269344,Singapore,3090,0
C00529,38,57954.66581896662,UK,757,1
C00530,29,69257.91604884653,UAE,372,0
C00531,68,30377.729506177286,USA,688,1
C00532,50,15000.0,UAE,1603,0
C00533,28,19567.43368496001,Singapore,2617,0
C00534,33,73486.1073074404,UAE,608,0
C00535,62,53696.14420353457,USA,1140,0
C00536,43,66544.56128121403,USA,1966,0
C00537,40,74196.92530042998,Singapore,391,1
C00538,50,56181.48553638539,UAE,2830,0
C00539,41,15000.0,USA,2730,0
C00540,70,15000.0,USA,1243,1
C00541,60,35450.98887503087,UAE,1998,0
C00542,63,73263.36412289279,India,2459,0
C00543,38,32576.666344880854,UAE,2896,1
C00544,62,75611.39137048484,UAE,1757,0
C00545,65,28747.796992686115,India,3433,1
C00546,74,15000.0,UAE,3369,0
C00547,49,81558.51217484797,UK,3554,0
C00548,48,20631.342616781894,UAE,2508,0
C00549,23,98366.61884766273,Singapore,1019,1
C00550,57,76905.17947596595,UK,2562,0
C00551,54,95641.95493495767,Singapore,3479,0
C00552,62,35271.876503859035,UK,988,0
C00553,34,74269.56545098929,UK,939,0
C00554,30,59159.59338641198,USA,1593,0
C00555,50,89944.36422193385,India,1965,1
C00556,23,72854.1133426035,USA,297,0
C00557,47,130343.29620915177,UAE,1266,1
C00558,52,35430.464717279836,USA,3380,1
C00559,64,44942.31137567753,UK,2497,0
C00560,30,30569.359229497073,UAE,2051,0
C00561,24,91773.95900192986,India,1209,0
C00562,62,42498.60456203142,India,2637,0
C00563,54,41827.16896267126,UK,2517,0
C00564,28,47752.67466034944,Singapore,2498,1
C00565,50,21067.87236164923,UK,3545,0
C00566,56,37095.30093224489,India,3084,0
C00567,59,15000.0,UAE,1445,0
C00568,73,25823.898005114337,Singapore,3587,0
C00569,26,25711.894402350616,India,2152,0
C00570,47,62721.83133392269,India,3531,0
C00571,71,17055.6356590746,India,2202,0
C00572,51,39145.65982302297,UK,2562,1
C00573,56,15000.0,Singapore,815,1
C00574,70,15000.0,UAE,106,0
C00575,34,49450.89547935531,UK,394,0
C00576,44,61917.33827724359,India,2976,0
C00577,70,26366.487442752834,UAE,3019,0
C00578,42,31374.57205246652,Singapore,168,0
C00579,45,78842.65056102628,UAE,2560,0
C00580,55,15000.0,India,1025,0
C00581,40,83028.78904995712,UAE,1028,0
C00582,49,108750.42362661782,UAE,686,0
C00583,66,99933.20761844631,Singapore,2323,0
C00584,32,96857.19274298318,Singapore,3618,0
C00585,33,68647.15669568152,USA,912,0
C00586,69,38911.68991869098,Singapore,1801,0
C00587,57,15000.0,India,3518,0
C00588,44,47641.470843755444,India,744,1
C00589,74,90880.21587101174,India,111,0
C00590,68,25054.9417113171,Singapore,932,1
C00591,73,44079.84739078022,UAE,2414,1
C00592,53,45461.801490394646,India,1376,0
C00593,52,119997.33212855902,UK,2557,1
C00594,43,55768.48023197123,India,2983,0
C00595,23,20850.29796376142,USA,3648,0
C00596,51,15000.0,India,48,0
C00597,36,86277.98332906218,UAE,170,0
C00598,26,15000.0,Singapore,3229,1
C00599,61,60475.176209355704,USA,831,0
C00600,25,70131.11038039418,India,3456,0
C00601,53,82902.60280399822,UK,2122,1
C00602,59,106413.05439207965,UK,3013,0
C00603,59,35796.25719102922,Singapore,2399,0
C00604,34,68849.207764135,Singapore,1343,0
C00605,50,74884.24525795245,UAE,2398,0
C00606,51,44185.21583681589,UAE,2858,0
C00607,43,90819.75787515953,USA,212,0
C00608,31,15000.0,UK,3585,0
C00609,35,56289.78245823878,UK,2489,0
C00610,74,35250.91443103858,Singapore,1258,1
C00611,52,29135.9230603516,UK,879,1
C00612,32,96712.95621872622,USA,1769,0
C00613,43,71204.52287941202,USA,3444,0
C00614,29,77907.68468725852,USA,2467,0
C00615,32,24246.501788759422,USA,2654,0
C00616,30,83767.63313121031,India,1727,0
C00617,34,57876.83987005775,India,2254,0
C00618,33,55807.69734102633,India,3522,0
C00619,48,52350.460068877816,USA,2709,0
C00620,68,33353.84861687728,UAE,264,0
C00621,51,52659.72772884312,USA,562,0
C00622,40,55919.471222167864,Singapore,1346,0
C00623,49,62237.750525428564,USA,1408,0
C00624,39,46250.72640925202,India,1289,0
C00625,58,41408.2437950967,UAE,1153,1
C00626,37,59822.59314952963,USA,358,1
C00627,57,75125.23617449717,UAE,1908,0
C00628,55,89206.22287625822,USA,1781,1
C00629,27,61165.06044416286,Singapore,969,0
C00630,61,32375.06555084771,USA,385,0
C00631,70,53404.07110146428,UK,2642,0
C00632,74,40677.36584657602,UK,587,0
C00633,56,55294.61931087876,USA,416,0
C00634,38,52469.89660151262,Singapore,3283,0
C00635,47,68510.90510962089,USA,148,0
C00636,68,61021.66071891891,USA,2181,0
C00637,63,56949.44046451949,India,2252,1
C00638,55,82935.27082664818,UAE,3235,0
C00639,28,15000.0,Singapore,2089,0
C00640,64,15000.0,UAE,513,0
